Customer_ID,Age,Gender,Item_Purchased,Category,Size,Color,Review_Rating,Subscription_Status,Shipping_Type,Promo_Code_Used,Previous_Purchases
881,39,Male,Backpack,Accessories,L,Red,3.1,Yes,Express,Yes,25
882,52,Male,Sandals,Footwear,M,Silver,2.7,Yes,Next Day Air,Yes,18
883,50,Male,Boots,Footwear,M,Cyan,3.8,Yes,Next Day Air,Yes,37
884,28,Male,Sneakers,Footwear,S,Gold,4.3,Yes,Free Shipping,Yes,30
885,67,Male,Skirt,Clothing,L,Yellow,4.1,Yes,Express,Yes,34
886,41,Male,Dress,Clothing,L,Purple,4.4,Yes,Free Shipping,Yes,49
887,19,Male,Shorts,Clothing,S,Brown,3.6,Yes,Express,Yes,48
888,70,Male,Handbag,Accessories,L,Turquoise,3.3,Yes,2-Day Shipping,Yes,33
889,49,Male,Scarf,Accessories,S,Gold,3.6,Yes,Express,Yes,44
890,59,Male,Belt,Accessories,S,Olive,2.8,Yes,Free Shipping,Yes,50
891,52,Male,Gloves,Accessories,S,Purple,4.3,Yes,2-Day Shipping,Yes,47
892,20,Male,Skirt,Clothing,S,Lavender,3.9,Yes,Store Pickup,Yes,24
893,31,Male,Shorts,Clothing,L,Gray,2.7,Yes,Free Shipping,Yes,43
894,33,Male,Backpack,Accessories,M,Red,4.7,Yes,Express,Yes,14
895,44,Male,Hoodie,Clothing,L,Purple,3.8,Yes,Free Shipping,Yes,3
896,40,Male,Hat,Accessories,XL,Olive,4.7,Yes,Next Day Air,Yes,33
897,69,Male,Jewelry,Accessories,M,Lavender,4.7,Yes,Express,Yes,38
898,29,Male,Shirt,Clothing,M,Gray,3.4,Yes,Express,Yes,46
899,54,Male,Belt,Accessories,L,Red,3.5,Yes,2-Day Shipping,Yes,19
900,65,Male,Sweater,Clothing,M,Peach,4.0,Yes,Standard,Yes,20
901,54,Male,Hat,Accessories,L,Gray,3.3,Yes,Free Shipping,Yes,42
902,60,Male,Scarf,Accessories,L,Violet,4.7,Yes,2-Day Shipping,Yes,34
903,43,Male,Hat,Accessories,M,Beige,2.8,Yes,Next Day Air,Yes,5
904,44,Male,Jacket,Outerwear,M,Blue,3.3,Yes,Express,Yes,3
905,69,Male,T-shirt,Clothing,L,Magenta,2.9,Yes,Free Shipping,Yes,46
906,46,Male,Dress,Clothing,S,Cyan,2.8,Yes,Standard,Yes,16
907,41,Male,Pants,Clothing,M,Red,4.2,Yes,Standard,Yes,21
908,32,Male,Sweater,Clothing,L,Cyan,4.4,Yes,Express,Yes,34
909,26,Male,Sunglasses,Accessories,M,Turquoise,3.6,Yes,Free Shipping,Yes,9
910,61,Male,Belt,Accessories,L,Silver,2.7,Yes,Express,Yes,36
911,49,Male,Hoodie,Clothing,S,Pink,3.4,Yes,Express,Yes,22
912,53,Male,Pants,Clothing,M,Black,2.8,Yes,2-Day Shipping,Yes,2
913,24,Male,Hoodie,Clothing,M,Green,3.4,Yes,Next Day Air,Yes,32
914,37,Male,Sneakers,Footwear,M,Yellow,2.6,Yes,Next Day Air,Yes,29
915,43,Male,Dress,Clothing,L,Purple,4.1,Yes,Standard,Yes,27
916,31,Male,Dress,Clothing,L,Purple,2.9,Yes,Store Pickup,Yes,33
917,49,Male,Jeans,Clothing,S,Blue,2.7,Yes,Standard,Yes,16
918,69,Male,Sweater,Clothing,M,Maroon,3.7,Yes,Standard,Yes,11
919,65,Male,Shorts,Clothing,M,Orange,4.3,Yes,2-Day Shipping,Yes,11
920,41,Male,Shirt,Clothing,L,Green,2.6,Yes,2-Day Shipping,Yes,17
921,37,Male,Belt,Accessories,XL,Gold,4.3,Yes,Free Shipping,Yes,37
922,70,Male,Coat,Outerwear,L,Silver,4.1,Yes,Express,Yes,18
923,63,Male,Sneakers,Footwear,M,Cyan,4.2,Yes,Standard,Yes,13
924,55,Male,Shirt,Clothing,M,Silver,4.2,Yes,2-Day Shipping,Yes,7
925,52,Male,Socks,Clothing,XL,Beige,3.1,Yes,Standard,Yes,37
926,22,Male,Jeans,Clothing,L,Teal,4.9,Yes,Express,Yes,8
927,54,Male,Jeans,Clothing,XL,Green,4.4,Yes,Express,Yes,11
928,28,Male,Sneakers,Footwear,L,Black,4.4,Yes,Standard,Yes,8
929,67,Male,Dress,Clothing,XL,Yellow,3.4,Yes,Store Pickup,Yes,31
930,59,Male,Boots,Footwear,M,White,4.5,Yes,2-Day Shipping,Yes,26
931,26,Male,T-shirt,Clothing,L,Green,4.5,Yes,Store Pickup,Yes,20
932,24,Male,Coat,Outerwear,M,Silver,4.1,Yes,Standard,Yes,24
933,62,Male,Skirt,Clothing,L,Blue,3.2,Yes,Standard,Yes,45
934,70,Male,Sneakers,Footwear,M,Magenta,2.7,Yes,Store Pickup,Yes,33
935,45,Male,Jeans,Clothing,S,Yellow,3.7,Yes,Express,Yes,21
936,58,Male,Hoodie,Clothing,L,White,2.6,Yes,Store Pickup,Yes,2
937,31,Male,Shoes,Footwear,M,Pink,2.7,Yes,Free Shipping,Yes,28
938,32,Male,Shorts,Clothing,M,Magenta,2.7,Yes,Express,Yes,18
939,36,Male,Blouse,Clothing,S,Teal,4.8,Yes,Free Shipping,Yes,21
940,25,Male,T-shirt,Clothing,L,Indigo,4.8,Yes,Next Day Air,Yes,24
941,48,Male,Belt,Accessories,S,Maroon,2.6,Yes,Store Pickup,Yes,15
942,39,Male,Handbag,Accessories,L,Black,4.5,Yes,2-Day Shipping,Yes,38
943,26,Male,Dress,Clothing,M,Cyan,3.2,Yes,Express,Yes,38
944,32,Male,Hat,Accessories,L,Cyan,3.8,Yes,Next Day Air,Yes,13
945,54,Male,Belt,Accessories,S,Gray,4.8,Yes,Express,Yes,39
946,38,Male,Boots,Footwear,M,Violet,4.1,Yes,Store Pickup,Yes,8
947,46,Male,Coat,Outerwear,XL,Blue,2.8,Yes,Next Day Air,Yes,4
948,57,Male,Blouse,Clothing,M,Charcoal,3.9,Yes,Store Pickup,Yes,6
949,49,Male,Hat,Accessories,L,Olive,4.9,Yes,Express,Yes,11
950,33,Male,Jeans,Clothing,M,Olive,3.4,Yes,Standard,Yes,49
951,54,Male,Backpack,Accessories,XL,Turquoise,4.1,Yes,Free Shipping,Yes,30
952,47,Male,Dress,Clothing,M,Cyan,2.9,Yes,Express,Yes,34
953,36,Male,Hat,Accessories,S,Red,3.1,Yes,2-Day Shipping,Yes,28
954,68,Male,Sunglasses,Accessories,S,Cyan,3.6,Yes,2-Day Shipping,Yes,36
955,60,Male,Hat,Accessories,S,Turquoise,3.5,Yes,Standard,Yes,18
956,55,Male,Dress,Clothing,L,Lavender,3.4,Yes,Free Shipping,Yes,4
957,29,Male,Shirt,Clothing,XL,Cyan,2.9,Yes,2-Day Shipping,Yes,42
958,38,Male,Scarf,Accessories,XL,Violet,4.7,Yes,Store Pickup,Yes,11
959,70,Male,Sneakers,Footwear,XL,Beige,4.4,Yes,Free Shipping,Yes,31
960,36,Male,Skirt,Clothing,M,Cyan,2.6,Yes,Standard,Yes,12
961,18,Male,Jewelry,Accessories,XL,Indigo,4.4,Yes,Standard,Yes,20
962,62,Male,Boots,Footwear,L,Olive,3.7,Yes,Next Day Air,Yes,37
963,29,Male,Sunglasses,Accessories,L,Green,4.4,Yes,Standard,Yes,26
964,21,Male,Boots,Footwear,L,Green,2.5,Yes,2-Day Shipping,Yes,14
965,42,Male,Sandals,Footwear,M,Beige,2.6,Yes,Next Day Air,Yes,12
966,43,Male,Boots,Footwear,L,Black,5.0,Yes,Store Pickup,Yes,10
967,58,Male,Dress,Clothing,M,Brown,4.9,Yes,Express,Yes,19
968,27,Male,Hoodie,Clothing,S,Silver,3.7,Yes,Store Pickup,Yes,4
969,57,Male,Shorts,Clothing,L,Gray,3.1,Yes,Next Day Air,Yes,48
970,40,Male,Coat,Outerwear,S,Pink,3.2,Yes,Express,Yes,37
971,45,Male,Jeans,Clothing,S,Maroon,4.4,Yes,Free Shipping,Yes,4
972,47,Male,Sunglasses,Accessories,M,Cyan,4.3,Yes,Next Day Air,Yes,15
973,61,Male,Sneakers,Footwear,L,Gold,3.0,Yes,Standard,Yes,33
974,60,Male,Jacket,Outerwear,M,Teal,3.5,Yes,2-Day Shipping,Yes,30
975,69,Male,Skirt,Clothing,M,Beige,3.6,Yes,2-Day Shipping,Yes,23
976,58,Male,Sweater,Clothing,M,Olive,3.8,Yes,2-Day Shipping,Yes,2
977,34,Male,T-shirt,Clothing,M,Gray,3.6,Yes,Express,Yes,50
978,20,Male,Belt,Accessories,M,Black,4.6,Yes,Express,Yes,34
979,56,Male,Gloves,Accessories,M,Turquoise,2.5,Yes,Standard,Yes,33
980,64,Male,Hat,Accessories,S,Brown,3.5,Yes,Store Pickup,Yes,34
981,56,Male,Boots,Footwear,S,Magenta,4.0,Yes,Free Shipping,Yes,39
982,27,Male,Belt,Accessories,M,Silver,3.5,Yes,Next Day Air,Yes,47
983,35,Male,Coat,Outerwear,S,Red,3.2,Yes,Standard,Yes,37
984,24,Male,Hat,Accessories,L,Indigo,3.5,Yes,Free Shipping,Yes,40
985,26,Male,Shoes,Footwear,M,Green,3.4,Yes,Free Shipping,Yes,8
986,32,Male,Handbag,Accessories,M,Gray,5.0,Yes,Express,Yes,12
987,54,Male,Scarf,Accessories,S,Peach,4.5,Yes,Store Pickup,Yes,36
988,62,Male,Handbag,Accessories,M,Charcoal,2.8,Yes,Express,Yes,48
989,50,Male,Pants,Clothing,M,Orange,4.9,Yes,2-Day Shipping,Yes,47
990,70,Male,Shoes,Footwear,M,Beige,3.1,Yes,Store Pickup,Yes,2
991,48,Male,Sunglasses,Accessories,S,Yellow,4.8,Yes,Store Pickup,Yes,24
992,20,Male,Shorts,Clothing,XL,White,2.7,Yes,Standard,Yes,40
993,46,Male,Jacket,Outerwear,M,Gray,4.6,Yes,Express,Yes,50
994,51,Male,Sandals,Footwear,M,Peach,4.4,Yes,Store Pickup,Yes,25
995,53,Male,Shoes,Footwear,L,Violet,3.2,Yes,Express,Yes,20
996,44,Male,Jewelry,Accessories,M,Magenta,3.0,Yes,2-Day Shipping,Yes,10
997,29,Male,Sandals,Footwear,L,Maroon,4.9,Yes,Standard,Yes,32
998,64,Male,Pants,Clothing,M,Cyan,3.6,Yes,Express,Yes,31
999,51,Male,Shoes,Footwear,M,White,3.8,Yes,Next Day Air,Yes,48
1000,50,Male,Socks,Clothing,L,Brown,2.9,Yes,Standard,Yes,23
1001,43,Male,Socks,Clothing,M,Red,3.9,Yes,Express,Yes,1
1002,61,Male,Dress,Clothing,M,Orange,3.6,Yes,Standard,Yes,4
1003,55,Male,Shoes,Footwear,M,White,3.5,Yes,Store Pickup,Yes,3
1004,56,Male,Hat,Accessories,M,Green,4.0,Yes,Store Pickup,Yes,3
1005,33,Male,Backpack,Accessories,M,Black,4.8,Yes,2-Day Shipping,Yes,44
1006,43,Male,Backpack,Accessories,M,Gold,3.9,Yes,Store Pickup,Yes,5
1007,21,Male,Pants,Clothing,S,Lavender,4.5,Yes,Next Day Air,Yes,50
1008,58,Male,Gloves,Accessories,XL,Turquoise,4.8,Yes,Standard,Yes,2
1009,41,Male,Scarf,Accessories,M,Pink,2.6,Yes,Store Pickup,Yes,29
1010,39,Male,Hoodie,Clothing,M,Silver,3.1,Yes,Express,Yes,11
1011,54,Male,Jeans,Clothing,XL,Gray,4.7,Yes,2-Day Shipping,Yes,37
1012,43,Male,Backpack,Accessories,L,Indigo,2.9,Yes,Next Day Air,Yes,32
1013,28,Male,Sandals,Footwear,L,Teal,3.8,Yes,Express,Yes,27
1014,59,Male,Belt,Accessories,XL,Green,3.8,Yes,2-Day Shipping,Yes,31
1015,28,Male,Shoes,Footwear,M,Violet,3.0,Yes,Standard,Yes,36
1016,68,Male,Gloves,Accessories,M,Cyan,4.1,Yes,Standard,Yes,34
1017,20,Male,Belt,Accessories,XL,Blue,3.4,Yes,Express,Yes,15
1018,21,Male,Jacket,Outerwear,L,Orange,2.5,Yes,Express,Yes,14
1019,50,Male,Dress,Clothing,XL,Charcoal,4.9,Yes,Next Day Air,Yes,46
1020,32,Male,Shirt,Clothing,S,Beige,2.8,Yes,Standard,Yes,33
1021,24,Male,Scarf,Accessories,M,Black,4.5,Yes,Express,Yes,41
1022,55,Male,Coat,Outerwear,S,Lavender,4.9,Yes,2-Day Shipping,Yes,39
1023,61,Male,Handbag,Accessories,M,Lavender,4.9,Yes,Store Pickup,Yes,7
1024,61,Male,Sunglasses,Accessories,S,Turquoise,3.5,Yes,Free Shipping,Yes,29
1025,28,Male,T-shirt,Clothing,M,Purple,3.5,Yes,Free Shipping,Yes,18
1026,60,Male,Shirt,Clothing,M,Olive,4.9,Yes,Free Shipping,Yes,15
1027,49,Male,Handbag,Accessories,L,Turquoise,3.0,Yes,Express,Yes,39
1028,33,Male,Jewelry,Accessories,L,Teal,2.8,Yes,Next Day Air,Yes,11
1029,45,Male,Hoodie,Clothing,S,Lavender,3.7,Yes,Standard,Yes,4
1030,29,Male,Gloves,Accessories,M,Purple,3.6,Yes,2-Day Shipping,Yes,33
1031,58,Male,Coat,Outerwear,L,Blue,3.3,Yes,Next Day Air,Yes,37
1032,22,Male,Sandals,Footwear,M,Teal,3.4,Yes,Free Shipping,Yes,32
1033,55,Male,Boots,Footwear,M,Lavender,4.0,Yes,Free Shipping,Yes,44
1034,19,Male,Pants,Clothing,S,Silver,4.6,Yes,Free Shipping,Yes,41
1035,68,Male,Socks,Clothing,M,Olive,4.2,Yes,Next Day Air,Yes,44
1036,61,Male,Blouse,Clothing,M,Brown,2.8,Yes,Express,Yes,32
1037,68,Male,Handbag,Accessories,M,Yellow,3.7,Yes,2-Day Shipping,Yes,13
1038,52,Male,Jewelry,Accessories,XL,Brown,3.4,Yes,Standard,Yes,48
1039,41,Male,Pants,Clothing,XL,Cyan,3.0,Yes,Express,Yes,3
1040,29,Male,Belt,Accessories,M,Magenta,4.8,Yes,Standard,Yes,39
1041,68,Male,Jeans,Clothing,S,Magenta,4.0,Yes,Next Day Air,Yes,7
1042,36,Male,Shirt,Clothing,M,Orange,4.9,Yes,Next Day Air,Yes,11
1043,55,Male,Belt,Accessories,M,Maroon,4.9,Yes,Next Day Air,Yes,47
1044,28,Male,Jeans,Clothing,M,Green,3.3,Yes,2-Day Shipping,Yes,28
1045,39,Male,Jeans,Clothing,L,Teal,4.4,Yes,Next Day Air,Yes,17
1046,54,Male,Sweater,Clothing,L,Black,3.5,Yes,2-Day Shipping,Yes,11
1047,40,Male,Sneakers,Footwear,M,Magenta,4.2,Yes,Standard,Yes,12
1048,31,Male,Socks,Clothing,S,Olive,4.2,Yes,Standard,Yes,7
1049,30,Male,Socks,Clothing,L,Yellow,2.7,Yes,Standard,Yes,19
1050,45,Male,Sunglasses,Accessories,S,Purple,2.8,Yes,Store Pickup,Yes,24
1051,48,Male,Sneakers,Footwear,M,Beige,3.8,Yes,Next Day Air,Yes,19
1052,45,Male,Socks,Clothing,M,Indigo,2.6,Yes,Free Shipping,Yes,39
1053,60,Male,Shoes,Footwear,XL,Pink,3.0,Yes,2-Day Shipping,Yes,1
1054,59,Male,Blouse,Clothing,M,Blue,3.3,No,2-Day Shipping,Yes,10
1055,18,Male,Shorts,Clothing,L,Cyan,4.9,No,Express,Yes,48
1056,70,Male,Jacket,Outerwear,M,Orange,3.3,No,Next Day Air,Yes,24
1057,20,Male,Sweater,Clothing,L,Black,2.9,No,2-Day Shipping,Yes,42
1058,65,Male,Jacket,Outerwear,S,Maroon,4.4,No,2-Day Shipping,Yes,20
1059,29,Male,Scarf,Accessories,L,Violet,3.1,No,Next Day Air,Yes,49
1060,22,Male,Jacket,Outerwear,M,Beige,2.5,No,Standard,Yes,25
1061,27,Male,Sweater,Clothing,S,Gray,2.6,No,Next Day Air,Yes,21
1062,36,Male,Coat,Outerwear,M,Gray,4.4,No,Free Shipping,Yes,12
1063,59,Male,Boots,Footwear,M,Brown,2.6,No,Next Day Air,Yes,21
1064,62,Male,Hoodie,Clothing,S,Indigo,3.3,No,Free Shipping,Yes,35
1065,34,Male,Hat,Accessories,M,Violet,3.5,No,Express,Yes,42
1066,59,Male,T-shirt,Clothing,XL,Blue,4.1,No,Store Pickup,Yes,3
1067,49,Male,Coat,Outerwear,M,Red,4.0,No,Store Pickup,Yes,11
1068,18,Male,Dress,Clothing,S,Peach,2.7,No,2-Day Shipping,Yes,22
1069,55,Male,Shirt,Clothing,M,Olive,2.5,No,Standard,Yes,47
1070,38,Male,Skirt,Clothing,XL,White,4.3,No,Next Day Air,Yes,33
1071,50,Male,Jewelry,Accessories,M,Magenta,3.3,No,Free Shipping,Yes,50
1072,61,Male,Hat,Accessories,M,Beige,2.6,No,Express,Yes,46
1073,48,Male,Shorts,Clothing,L,Gold,3.5,No,Express,Yes,34
1074,22,Male,Scarf,Accessories,XL,Purple,4.0,No,Store Pickup,Yes,33
1075,48,Male,Jewelry,Accessories,S,White,2.6,No,Standard,Yes,45
1076,57,Male,Sunglasses,Accessories,L,Indigo,4.9,No,Next Day Air,Yes,32
1077,33,Male,Coat,Outerwear,L,Charcoal,2.9,No,Standard,Yes,47
1078,58,Male,Jacket,Outerwear,M,Pink,3.7,No,Standard,Yes,5
1079,37,Male,Sweater,Clothing,M,Silver,4.4,No,Express,Yes,49
1080,18,Male,Coat,Outerwear,S,Blue,4.4,No,Free Shipping,Yes,48
1081,65,Male,Scarf,Accessories,L,Blue,3.8,No,Express,Yes,22
1082,62,Male,Belt,Accessories,XL,Brown,4.5,No,Standard,Yes,45
1083,54,Male,Hat,Accessories,XL,Cyan,2.6,No,Next Day Air,Yes,30
1084,35,Male,Backpack,Accessories,L,Teal,3.3,No,Store Pickup,Yes,43
1085,34,Male,T-shirt,Clothing,S,Purple,4.1,No,Next Day Air,Yes,48
1086,25,Male,Jewelry,Accessories,M,Turquoise,3.0,No,Store Pickup,Yes,23
1087,53,Male,Sunglasses,Accessories,M,Olive,3.0,No,Free Shipping,Yes,27
1088,45,Male,Jeans,Clothing,S,White,3.4,No,Next Day Air,Yes,7
1089,49,Male,Pants,Clothing,M,Turquoise,2.7,No,Free Shipping,Yes,2
1090,40,Male,Backpack,Accessories,M,Silver,3.8,No,Next Day Air,Yes,33
1091,38,Male,Scarf,Accessories,M,Violet,4.2,No,Store Pickup,Yes,27
1092,44,Male,Sweater,Clothing,L,Lavender,4.7,No,Store Pickup,Yes,6
1093,68,Male,Jewelry,Accessories,L,Magenta,4.1,No,2-Day Shipping,Yes,20
1094,60,Male,Sneakers,Footwear,S,Indigo,4.2,No,2-Day Shipping,Yes,46
1095,25,Male,Jewelry,Accessories,M,Black,4.8,No,Next Day Air,Yes,25
1096,19,Male,Coat,Outerwear,S,Peach,3.0,No,Free Shipping,Yes,30
1097,57,Male,Coat,Outerwear,S,Beige,2.6,No,Standard,Yes,48
1098,58,Male,Sunglasses,Accessories,M,Black,3.2,No,Store Pickup,Yes,47
1099,49,Male,Handbag,Accessories,S,Turquoise,3.6,No,Next Day Air,Yes,27
1100,19,Male,Sweater,Clothing,M,Peach,2.6,No,Next Day Air,Yes,45
1101,50,Male,Pants,Clothing,L,Gold,4.4,No,Express,Yes,2
1102,30,Male,Gloves,Accessories,XL,Silver,3.0,No,Free Shipping,Yes,39
1103,52,Male,Sweater,Clothing,M,Peach,2.9,No,Express,Yes,24
1104,35,Male,Hoodie,Clothing,S,Charcoal,4.3,No,Free Shipping,Yes,8
1105,35,Male,Hat,Accessories,M,Beige,3.1,No,Express,Yes,8
1106,33,Male,T-shirt,Clothing,S,Olive,3.0,No,Next Day Air,Yes,6
1107,52,Male,Skirt,Clothing,L,Violet,3.6,No,Store Pickup,Yes,12
1108,69,Male,Sneakers,Footwear,M,Peach,2.8,No,Store Pickup,Yes,26
1109,27,Male,Shorts,Clothing,M,Teal,2.8,No,Standard,Yes,50
1110,66,Male,Hoodie,Clothing,L,Violet,4.9,No,Next Day Air,Yes,2
1111,28,Male,Hoodie,Clothing,L,Cyan,3.0,No,Standard,Yes,31
1112,22,Male,Shoes,Footwear,S,Olive,4.1,No,Next Day Air,Yes,4
1113,69,Male,Hoodie,Clothing,XL,Pink,4.6,No,Free Shipping,Yes,32
1114,28,Male,Sunglasses,Accessories,M,Purple,4.8,No,Next Day Air,Yes,11
1115,55,Male,Skirt,Clothing,L,Violet,2.6,No,Next Day Air,Yes,47
1116,30,Male,Hat,Accessories,S,Peach,4.0,No,2-Day Shipping,Yes,37
1117,67,Male,Backpack,Accessories,M,Charcoal,4.2,No,Express,Yes,39
1118,25,Male,Sunglasses,Accessories,L,Lavender,4.5,No,Store Pickup,Yes,24
1119,49,Male,Belt,Accessories,M,Purple,4.9,No,Standard,Yes,11
1120,34,Male,Jewelry,Accessories,M,Indigo,3.1,No,Standard,Yes,36
1121,22,Male,Sneakers,Footwear,M,Magenta,4.0,No,Next Day Air,Yes,40
1122,63,Male,T-shirt,Clothing,XL,Peach,3.2,No,Express,Yes,25
1123,70,Male,Handbag,Accessories,S,Charcoal,4.3,No,2-Day Shipping,Yes,12
1124,36,Male,Hat,Accessories,S,Purple,2.5,No,Store Pickup,Yes,38
1125,42,Male,Sweater,Clothing,M,Orange,4.9,No,Express,Yes,40
1126,27,Male,Sandals,Footwear,M,Lavender,2.7,No,2-Day Shipping,Yes,10
1127,23,Male,Scarf,Accessories,L,Beige,3.4,No,Standard,Yes,47
1128,50,Male,Shirt,Clothing,XL,Maroon,4.8,No,Store Pickup,Yes,22
1129,56,Male,Gloves,Accessories,L,Charcoal,4.7,No,Next Day Air,Yes,35
1130,37,Male,Hoodie,Clothing,XL,White,4.7,No,Express,Yes,46
1131,67,Male,Jewelry,Accessories,M,Lavender,3.9,No,Standard,Yes,30
1132,67,Male,Shirt,Clothing,M,Black,3.7,No,Express,Yes,20
1133,50,Male,Hoodie,Clothing,S,Teal,4.3,No,Store Pickup,Yes,25
1134,36,Male,Shoes,Footwear,XL,Magenta,4.1,No,2-Day Shipping,Yes,29
1135,62,Male,T-shirt,Clothing,M,Brown,4.6,No,Express,Yes,2
1136,65,Male,Skirt,Clothing,L,Peach,3.6,No,2-Day Shipping,Yes,32
1137,23,Male,Handbag,Accessories,S,Cyan,4.8,No,Free Shipping,Yes,37
1138,46,Male,Shirt,Clothing,XL,Pink,2.8,No,2-Day Shipping,Yes,16
1139,18,Male,Pants,Clothing,M,Purple,4.7,No,Express,Yes,32
1140,58,Male,Coat,Outerwear,L,Purple,3.9,No,Standard,Yes,42
1141,31,Male,Jeans,Clothing,M,White,2.6,No,Store Pickup,Yes,6
1142,39,Male,Gloves,Accessories,S,Silver,4.7,No,Next Day Air,Yes,23
1143,69,Male,T-shirt,Clothing,L,Green,3.5,No,Store Pickup,Yes,27
1144,68,Male,Boots,Footwear,L,Teal,4.4,No,Standard,Yes,43
1145,41,Male,Jeans,Clothing,S,Indigo,4.4,No,2-Day Shipping,Yes,25
1146,31,Male,Sneakers,Footwear,L,Pink,3.0,No,Express,Yes,30
1147,48,Male,Sneakers,Footwear,M,Indigo,4.2,No,Standard,Yes,7
1148,59,Male,Hat,Accessories,XL,Red,4.3,No,Next Day Air,Yes,17
1149,34,Male,Pants,Clothing,M,Violet,2.6,No,Store Pickup,Yes,10
1150,21,Male,Jewelry,Accessories,L,Cyan,3.3,No,Store Pickup,Yes,40
1151,29,Male,Jewelry,Accessories,S,Red,2.7,No,Next Day Air,Yes,50
1152,41,Male,Blouse,Clothing,M,Gray,4.2,No,Express,Yes,24
1153,62,Male,Handbag,Accessories,M,Gold,4.0,No,Standard,Yes,8
1154,27,Male,Shirt,Clothing,M,Pink,4.0,No,Free Shipping,Yes,6
1155,49,Male,Dress,Clothing,L,Cyan,2.9,No,2-Day Shipping,Yes,44
1156,67,Male,T-shirt,Clothing,S,Red,2.6,No,Express,Yes,47
1157,20,Male,Shoes,Footwear,M,Gold,4.8,No,Express,Yes,6
1158,37,Male,Belt,Accessories,M,Charcoal,4.4,No,Standard,Yes,11
1159,69,Male,Belt,Accessories,L,Orange,4.0,No,2-Day Shipping,Yes,41
1160,66,Male,Handbag,Accessories,L,Blue,3.6,No,2-Day Shipping,Yes,46
1161,37,Male,Scarf,Accessories,S,Blue,3.2,No,Next Day Air,Yes,9
1162,63,Male,Shorts,Clothing,S,Orange,3.1,No,2-Day Shipping,Yes,37
1163,47,Male,Sandals,Footwear,M,Blue,4.2,No,Express,Yes,13
1164,26,Male,Pants,Clothing,L,White,3.0,No,2-Day Shipping,Yes,24
1165,68,Male,Dress,Clothing,M,Green,4.2,No,Standard,Yes,47
1166,51,Male,T-shirt,Clothing,M,Silver,2.9,No,Next Day Air,Yes,21
1167,48,Male,Dress,Clothing,S,Lavender,3.7,No,Store Pickup,Yes,22
1168,60,Male,Socks,Clothing,XL,Beige,3.6,No,Free Shipping,Yes,16
1169,68,Male,Scarf,Accessories,L,Violet,3.6,No,Standard,Yes,37
1170,25,Male,Backpack,Accessories,S,Gray,4.5,No,2-Day Shipping,Yes,3
1171,57,Male,Skirt,Clothing,S,Red,3.2,No,Express,Yes,33
1172,41,Male,Socks,Clothing,M,Lavender,3.9,No,Next Day Air,Yes,15
1173,59,Male,Coat,Outerwear,L,Peach,4.6,No,Store Pickup,Yes,42
1174,44,Male,Jewelry,Accessories,M,Indigo,2.5,No,Express,Yes,42
1175,42,Male,Backpack,Accessories,M,Black,4.3,No,Express,Yes,19
1176,35,Male,Belt,Accessories,M,Beige,4.1,No,Store Pickup,Yes,26
1177,36,Male,Dress,Clothing,M,Red,4.6,No,Free Shipping,Yes,39
1178,54,Male,Skirt,Clothing,M,Black,4.8,No,Standard,Yes,24
1179,37,Male,Dress,Clothing,M,Teal,4.9,No,Express,Yes,23
1180,20,Male,T-shirt,Clothing,M,Blue,2.8,No,Free Shipping,Yes,44
1181,23,Male,Skirt,Clothing,S,Beige,4.9,No,Standard,Yes,34
1182,61,Male,Shorts,Clothing,L,Teal,3.5,No,Free Shipping,Yes,43
1183,37,Male,Jewelry,Accessories,M,Maroon,3.8,No,Express,Yes,45
1184,23,Male,Pants,Clothing,M,Yellow,4.5,No,2-Day Shipping,Yes,4
1185,63,Male,Belt,Accessories,S,Indigo,3.4,No,Express,Yes,19
1186,47,Male,Jeans,Clothing,M,Magenta,3.9,No,Standard,Yes,29
1187,63,Male,Jeans,Clothing,M,Beige,4.1,No,2-Day Shipping,Yes,27
1188,56,Male,Hat,Accessories,L,Maroon,3.0,No,Express,Yes,37
1189,68,Male,Blouse,Clothing,M,Magenta,3.3,No,Next Day Air,Yes,11
1190,64,Male,Shirt,Clothing,XL,Teal,4.9,No,Free Shipping,Yes,28
1191,62,Male,Shirt,Clothing,M,Orange,4.3,No,Next Day Air,Yes,31
1192,34,Male,T-shirt,Clothing,L,Charcoal,4.1,No,Free Shipping,Yes,50
1193,49,Male,Coat,Outerwear,M,Turquoise,4.0,No,2-Day Shipping,Yes,42
1194,40,Male,Jacket,Outerwear,L,Pink,5.0,No,2-Day Shipping,Yes,18
1195,50,Male,Hoodie,Clothing,S,Teal,3.1,No,2-Day Shipping,Yes,6
1196,25,Male,Scarf,Accessories,M,White,4.0,No,2-Day Shipping,Yes,33
1197,30,Male,Belt,Accessories,M,Maroon,3.2,No,2-Day Shipping,Yes,13
1198,54,Male,Sneakers,Footwear,L,Violet,3.9,No,Standard,Yes,26
1199,40,Male,Socks,Clothing,M,Brown,3.9,No,2-Day Shipping,Yes,17
1200,49,Male,Sandals,Footwear,M,Indigo,4.5,No,Free Shipping,Yes,3
1201,27,Male,Coat,Outerwear,XL,Black,4.4,No,Store Pickup,Yes,7
1202,27,Male,Shoes,Footwear,XL,Black,3.1,No,2-Day Shipping,Yes,46
1203,48,Male,Scarf,Accessories,S,Olive,2.9,No,Standard,Yes,14
